Frame,Clock,x,y,h,w,label,score
480,0:00:19,668,0,137,269,Negative,0.78929883
481,0:00:19,100,0,206,268,Positive,0.80195147
800,0:00:32,1116,550,170,164,Negative,0.668531
801,0:00:32,948,478,134,182,Positive,0.76925886
802,0:00:32,778,425,171,241,Negative,0.8062458
803,0:00:32,760,370,226,180,Positive,0.7735275
804,0:00:32,722,333,214,150,Negative,0.94864106
805,0:00:32,645,325,144,165,Positive,0.9810528
807,0:00:32,665,312,124,116,Positive,0.83102673
1164,0:00:46,1168,416,124,112,Positive,0.99990046
1165,0:00:46,1107,369,116,118,Positive,0.92045105
1166,0:00:46,939,297,213,245,Positive,0.9999989
1167,0:00:46,928,271,237,208,Positive,0.9999995
1168,0:00:46,824,292,212,160,Positive,0.8966238
1169,0:00:46,720,283,248,148,Positive,0.985036
1170,0:00:46,729,289,204,102,Positive,0.77540773
1171,0:00:46,697,290,146,104,Positive,0.98432815
1183,0:00:47,686,277,104,109,Positive,0.99964
1199,0:00:47,676,285,162,157,Positive,0.9427005
1311,0:00:52,565,237,292,253,Positive,0.9999957
1312,0:00:52,624,209,304,305,Positive,0.9999999
1313,0:00:52,669,252,149,245,Positive,0.9984895
1314,0:00:52,657,310,156,344,Positive,0.59784555
1315,0:00:52,903,329,200,212,Positive,0.9727475
1316,0:00:52,1030,283,178,227,Positive,0.995169
1697,0:01:07,577,308,117,188,Positive,0.99543935
2273,0:01:30,631,224,256,245,Negative,0.6368132
2274,0:01:30,799,297,132,180,Positive,0.98932284
2276,0:01:31,1040,194,167,224,Positive,0.99929976
4798,0:03:11,0,87,237,220,Negative,0.89166814
5221,0:03:28,739,333,205,251,Negative,0.85164815
5222,0:03:28,359,224,229,266,Negative,0.78969866
5223,0:03:28,7,129,239,265,Positive,0.99466914
5974,0:03:58,180,0,145,192,Negative,0.899102
5975,0:03:59,248,5,189,185,Negative,0.5827409
5976,0:03:59,323,53,166,188,Positive,0.69954085
5977,0:03:59,302,18,186,337,Positive,0.9990709
5979,0:03:59,517,0,206,171,Positive,0.6734109
5980,0:03:59,522,0,187,300,Positive,0.9583628
5981,0:03:59,648,0,215,216,Positive,0.9954175
5982,0:03:59,786,0,195,219,Negative,0.898467
5983,0:03:59,0,150,125,191,Positive,0.5806755
5983,0:03:59,934,0,169,220,Positive,0.6053781
5984,0:03:59,219,145,217,216,Negative,0.5435459
5984,0:03:59,1153,0,137,127,Negative,0.70913744
5985,0:03:59,515,199,158,212,Negative,0.68261606
5986,0:03:59,786,176,176,218,Positive,0.999977
5987,0:03:59,1057,67,218,182,Negative,0.94013435
5996,0:03:59,1038,0,180,242,Positive,0.99368274
5997,0:03:59,912,94,144,304,Positive,0.9127803
5998,0:03:59,757,144,311,306,Positive,0.9999814
5999,0:03:59,729,183,305,209,Positive,0.9927932
6000,0:04:00,695,244,257,196,Negative,0.83141595
6001,0:04:00,665,328,224,160,Positive,0.9918155
6002,0:04:00,674,344,199,145,Positive,0.99997914
6020,0:04:00,665,320,163,161,Positive,0.9992324
7076,0:04:43,639,335,101,190,Positive,0.99877745
7077,0:04:43,636,342,79,194,Positive,0.8343887
7079,0:04:43,597,324,169,190,Positive,0.9997298
7081,0:04:43,432,95,455,225,Positive,0.96395606
7082,0:04:43,352,42,230,177,Negative,0.52052456
8559,0:05:42,298,42,499,589,Positive,0.91780424
8953,0:05:58,0,38,575,774,Positive,0.9798005
9207,0:06:08,0,223,420,320,Negative,0.57362324
9208,0:06:08,815,0,361,453,Negative,0.5524788
9326,0:06:13,752,491,190,528,Negative,0.7601358
10146,0:06:45,1020,50,153,168,Positive,0.7069173
10147,0:06:45,948,109,208,193,Negative,0.5371136
10148,0:06:45,908,128,221,179,Positive,0.59329766
10149,0:06:45,858,131,196,174,Positive,0.7020788
10152,0:06:46,686,209,159,270,Positive,0.8572346
10153,0:06:46,624,279,149,255,Positive,0.7948721
10154,0:06:46,611,284,181,266,Positive,0.86154425
10155,0:06:46,562,289,241,266,Positive,0.9683791
10156,0:06:46,614,296,204,218,Positive,0.9559054
10157,0:06:46,653,345,129,108,Negative,0.8840795
10182,0:06:47,680,380,120,84,Negative,0.9418959
10183,0:06:47,688,353,148,84,Negative,0.6581697
10184,0:06:47,672,358,179,148,Negative,0.78416616
10185,0:06:47,705,372,180,103,Positive,0.6898703
10186,0:06:47,683,346,192,109,Positive,0.9245308
10187,0:06:47,603,415,162,123,Positive,0.9887473
10188,0:06:47,596,404,205,270,Positive,0.77329767
10189,0:06:47,704,393,150,184,Positive,0.85661954
11404,0:07:36,1115,0,229,165,Negative,0.625065
12444,0:08:17,636,312,93,133,Positive,0.92223376
12863,0:08:34,667,313,116,121,Positive,0.9640404
12864,0:08:34,651,334,107,179,Positive,0.7928571
12865,0:08:34,655,356,72,167,Negative,0.619288
12867,0:08:34,671,317,144,180,Positive,0.7473647
12868,0:08:34,648,378,65,193,Negative,0.9250198
12869,0:08:34,695,348,108,137,Negative,0.661719
13624,0:09:04,935,0,407,283,Negative,0.9462639
13625,0:09:05,310,0,465,228,Negative,0.52480024
13787,0:09:11,707,277,203,110,Positive,0.94674027
13788,0:09:11,706,314,123,101,Negative,0.58395296
13789,0:09:11,711,308,180,121,Positive,0.9928976
13790,0:09:11,719,280,132,186,Negative,0.5083832
13791,0:09:11,794,219,210,308,Positive,0.9964522
13793,0:09:11,1055,394,98,131,Negative,0.837125
16284,0:10:51,775,0,308,286,Negative,0.8498741
17728,0:11:49,769,610,110,339,Negative,0.9194223
17729,0:11:49,753,535,185,332,Positive,0.99495256
17730,0:11:49,738,443,197,222,Positive,0.68804944
17731,0:11:49,704,387,231,121,Positive,0.5855391
17732,0:11:49,692,357,157,112,Positive,0.8040747
17733,0:11:49,633,341,199,175,Positive,0.9923808
17734,0:11:49,662,340,182,158,Positive,0.99854565
18134,0:12:05,1157,404,172,123,Positive,0.6589216
18135,0:12:05,1004,388,210,202,Positive,0.9338639
18136,0:12:05,988,355,211,191,Positive,0.7413832
18139,0:12:05,696,289,202,343,Positive,0.9909196
18140,0:12:05,685,343,234,206,Positive,0.9774219
18141,0:12:05,701,339,220,148,Negative,0.8140392
18143,0:12:05,581,323,261,164,Negative,0.5824759
18144,0:12:05,628,327,156,167,Negative,0.7884931
18145,0:12:05,647,394,133,70,Negative,0.928553
18272,0:12:10,571,350,161,205,Positive,0.637696
18273,0:12:10,556,216,375,225,Positive,0.99531496
18274,0:12:10,583,323,265,199,Positive,0.99276406
18275,0:12:11,588,349,262,284,Negative,0.81422156
18275,0:12:11,545,460,170,158,Negative,0.8908278
18276,0:12:11,631,224,241,275,Positive,0.5384154
18277,0:12:11,575,401,155,315,Positive,0.990335
18278,0:12:11,739,498,175,248,Positive,0.6152562
18279,0:12:11,936,488,176,156,Negative,0.61260754
18329,0:12:13,615,326,141,116,Negative,0.731443
18397,0:12:15,1130,407,105,150,Negative,0.6231674
18398,0:12:15,634,491,87,264,Negative,0.7759615
18399,0:12:15,194,543,112,203,Negative,0.8836926
18613,0:12:24,626,375,140,201,Positive,0.99606067
18614,0:12:24,752,329,307,158,Negative,0.68152845
18614,0:12:24,646,345,153,358,Negative,0.88655424
18615,0:12:24,622,281,228,375,Negative,0.65252024
18617,0:12:24,1062,462,194,179,Negative,0.6473554
19097,0:12:43,1140,329,271,138,Positive,0.96167576
19099,0:12:43,995,300,129,100,Negative,0.50641704
19102,0:12:44,723,172,239,188,Positive,0.9683649
19103,0:12:44,592,279,223,236,Positive,0.9701839
19104,0:12:44,604,308,209,206,Positive,0.68603283
19105,0:12:44,649,343,199,197,Positive,0.50319344
19106,0:12:44,668,360,181,148,Positive,0.50522625
19107,0:12:44,562,358,251,254,Positive,0.9427751
19108,0:12:44,534,338,190,265,Positive,0.99669063
19109,0:12:44,583,358,151,78,Negative,0.86193955
19110,0:12:44,600,392,149,164,Positive,0.9999733
19285,0:12:51,546,292,329,233,Positive,0.93886316
19286,0:12:51,572,416,119,140,Negative,0.74255896
19287,0:12:51,525,522,175,172,Positive,0.9853467
19288,0:12:51,497,600,120,227,Negative,0.7712478
19917,0:13:16,1169,288,201,111,Negative,0.5089202
19918,0:13:16,988,305,231,175,Positive,0.5559515
19919,0:13:16,881,320,231,155,Positive,0.65495175
19920,0:13:16,741,316,297,221,Positive,0.7989634
19921,0:13:16,552,310,323,362,Positive,0.999785
19922,0:13:16,670,328,224,178,Positive,0.84771186
19923,0:13:16,685,351,214,115,Negative,0.56556237
19924,0:13:16,671,352,183,116,Negative,0.93399554
19925,0:13:17,671,357,176,136,Positive,0.89562756
19929,0:13:17,673,347,148,137,Positive,0.9411432
20924,0:13:56,656,312,104,99,Positive,0.6996235
20925,0:13:57,646,340,81,141,Negative,0.6907439
20926,0:13:57,640,336,106,189,Positive,0.99835473
21064,0:14:02,196,302,298,419,Negative,0.67659336
21214,0:14:08,674,324,147,124,Positive,0.999564
21267,0:14:10,121,257,462,663,Positive,0.99982965
22279,0:14:51,646,350,94,178,Positive,0.75653183
22679,0:15:07,652,329,84,141,Positive,0.81882536
22682,0:15:07,648,308,137,111,Positive,0.998459
22683,0:15:07,641,304,133,162,Positive,0.909097
24765,0:16:30,998,491,124,217,Negative,0.89030683
24781,0:16:31,673,341,117,101,Positive,0.9982305
24783,0:16:31,717,283,238,158,Positive,0.9934028
24784,0:16:31,735,282,223,315,Positive,0.9615288
24785,0:16:31,920,242,207,221,Positive,0.60680044
24786,0:16:31,1053,344,150,162,Positive,0.5264743
25073,0:16:42,144,581,139,387,Positive,0.5568775
25802,0:17:12,536,284,81,265,Positive,0.61993194
26649,0:17:45,1161,408,312,119,Negative,0.76409334
26650,0:17:46,646,495,225,242,Positive,0.82931274
26859,0:17:54,977,584,136,123,Negative,0.5286654
26861,0:17:54,751,432,206,165,Positive,0.69558614
26863,0:17:54,680,361,238,109,Positive,0.83298254
26864,0:17:54,665,347,166,161,Positive,0.99720395
26865,0:17:54,667,341,144,151,Positive,0.8123367
28223,0:18:48,658,339,162,81,Negative,0.8660173
28397,0:18:55,679,343,89,128,Positive,0.932388
28398,0:18:55,690,312,268,157,Positive,0.58138067
28399,0:18:55,702,318,195,237,Positive,0.7838168
28400,0:18:56,835,320,128,192,Positive,0.6244083
28401,0:18:56,911,314,159,248,Positive,0.9809427
28402,0:18:56,1076,313,207,204,Positive,0.6035593
28902,0:19:16,1054,136,210,198,Positive,0.99017227
28903,0:19:16,984,195,176,176,Positive,0.9944647
28904,0:19:16,854,227,137,235,Positive,0.992957
28905,0:19:16,737,204,159,280,Positive,0.99854195
28907,0:19:16,751,192,164,85,Positive,0.6948045
28909,0:19:16,556,208,222,309,Positive,0.9572639
28910,0:19:16,533,267,244,278,Positive,0.90296674
28911,0:19:16,555,311,241,259,Negative,0.694773
28912,0:19:16,591,350,199,174,Positive,0.6226165
28913,0:19:16,560,398,173,147,Negative,0.80615455
28914,0:19:16,595,313,138,118,Negative,0.8658801
28917,0:19:16,639,382,170,72,Negative,0.6241172
28943,0:19:17,622,417,86,122,Positive,0.8038855
28944,0:19:17,616,315,192,168,Positive,0.9967989
29382,0:19:35,556,335,145,237,Positive,0.985989
29387,0:19:35,662,385,182,160,Positive,0.93898624
29388,0:19:35,616,245,368,279,Positive,0.6347069
29389,0:19:35,673,364,147,293,Positive,0.80019087
29390,0:19:35,906,415,177,154,Positive,0.9798609
29391,0:19:35,960,433,263,275,Positive,0.7388728
29392,0:19:35,1086,416,231,194,Negative,0.6854098
31101,0:20:44,1099,203,218,181,Positive,0.9974686
31103,0:20:44,1018,123,166,93,Negative,0.7065996
31104,0:20:44,921,21,267,241,Positive,0.99971837
31105,0:20:44,877,83,219,186,Positive,0.9999095
31106,0:20:44,804,80,166,157,Positive,0.9644729
31110,0:20:44,710,98,186,282,Positive,0.72329843
31111,0:20:44,587,61,543,419,Positive,0.87120515
31112,0:20:44,639,105,429,236,Positive,0.65297276
31113,0:20:44,705,110,348,151,Positive,0.9851273
31162,0:20:46,667,131,110,185,Positive,0.9993668
31177,0:20:47,750,177,180,93,Positive,0.99957114
31178,0:20:47,691,140,385,195,Positive,0.71414113
31179,0:20:47,670,219,251,207,Negative,0.8465933
31181,0:20:47,648,330,225,182,Positive,0.97949845
31182,0:20:47,642,340,221,166,Positive,0.9756339
31199,0:20:47,666,320,216,111,Positive,0.8074928
31807,0:21:12,650,345,125,126,Positive,0.7898095
31808,0:21:12,654,367,230,156,Positive,0.846618
31809,0:21:12,647,269,358,329,Positive,0.83774894
31810,0:21:12,702,286,301,257,Positive,0.5600098
31811,0:21:12,920,399,127,141,Positive,0.9662108
31812,0:21:12,996,453,167,225,Positive,0.56826365
31813,0:21:12,1135,404,179,145,Positive,0.9700401
32878,0:21:55,0,0,237,501,Positive,0.6980668
33732,0:22:29,869,582,138,186,Positive,0.9862927
33733,0:22:29,820,478,238,139,Positive,0.99999857
33734,0:22:29,741,425,198,209,Positive,0.9130115
33735,0:22:29,699,364,258,117,Negative,0.65260273
33737,0:22:29,663,319,214,116,Positive,0.85142094
33738,0:22:29,660,310,160,132,Positive,0.955127
33797,0:22:31,716,403,194,59,Negative,0.94297165
34351,0:22:54,1055,467,253,225,Positive,0.99071056
34399,0:22:55,660,308,167,109,Positive,0.9813493
34400,0:22:56,642,340,184,143,Positive,0.86401814
34401,0:22:56,655,335,92,126,Positive,0.70029485
34403,0:22:56,671,338,251,180,Positive,0.9995536
34404,0:22:56,669,320,209,279,Positive,0.8141471
34405,0:22:56,858,331,214,215,Positive,0.9891967
34406,0:22:56,1021,224,289,259,Positive,0.94954735
34519,0:23:00,736,247,263,228,Positive,0.84844553
34520,0:23:00,289,439,169,219,Negative,0.8571442
34623,0:23:04,907,648,72,201,Positive,0.7422718
35044,0:23:21,947,388,175,214,Positive,0.78651124
35045,0:23:21,762,439,185,215,Positive,0.99483156
35046,0:23:21,630,448,230,201,Positive,0.9398752
35047,0:23:21,574,449,192,172,Positive,0.9999014
35047,0:23:21,649,475,135,119,Positive,0.88377774
35048,0:23:21,559,419,185,178,Positive,0.9451109
35049,0:23:21,572,379,229,146,Positive,0.99442226
35051,0:23:22,623,391,113,151,Positive,0.7522791
35053,0:23:22,636,381,91,136,Negative,0.820593
35153,0:23:26,685,356,156,82,Negative,0.77797425
35739,0:23:49,584,360,159,130,Positive,0.86243016
35740,0:23:49,687,314,132,86,Positive,0.9988331
36068,0:24:02,588,252,270,168,Positive,0.99962044
36069,0:24:02,617,176,331,198,Positive,0.95685804
36073,0:24:02,733,133,227,113,Positive,0.9525097
36075,0:24:03,628,119,64,171,Positive,0.8368205
36077,0:24:03,571,96,106,114,Positive,0.9283425
36079,0:24:03,482,111,108,176,Negative,0.7725841
36080,0:24:03,472,117,164,88,Negative,0.66123307
36089,0:24:03,438,144,134,156,Negative,0.8305726
36090,0:24:03,384,123,146,161,Negative,0.9498754
36092,0:24:03,236,137,96,160,Negative,0.7059056
36093,0:24:03,91,177,184,263,Positive,0.99998903
36094,0:24:03,0,230,207,207,Positive,0.94158775
36095,0:24:03,0,285,198,142,Positive,0.9998135
36096,0:24:03,0,348,160,124,Positive,0.5428819
37699,0:25:07,829,493,227,451,Positive,0.9992938
39008,0:26:00,928,124,286,224,Positive,0.99641776
39009,0:26:00,528,211,306,225,Positive,0.99931574
39010,0:26:00,185,261,301,181,Negative,0.60270983
40588,0:27:03,195,364,227,161,Negative,0.81729877
40589,0:27:03,308,385,148,154,Positive,0.8320624
40590,0:27:03,451,355,157,126,Negative,0.60447794
40591,0:27:03,519,315,279,157,Positive,0.9870727
40592,0:27:03,574,288,314,162,Negative,0.82059073
40593,0:27:03,624,286,319,142,Positive,0.59703666
40594,0:27:03,599,303,203,127,Negative,0.93296725
40682,0:27:07,603,0,153,602,Negative,0.93514293
41034,0:27:21,644,295,202,118,Negative,0.93749523
41087,0:27:23,675,300,221,105,Positive,0.9738176
41466,0:27:38,635,313,273,169,Positive,0.9868154
41467,0:27:38,624,333,196,190,Positive,0.98738676
41468,0:27:38,684,337,170,130,Negative,0.72205424
41481,0:27:39,698,359,100,113,Positive,0.99969566
42655,0:28:26,666,354,180,145,Positive,0.97430384
42656,0:28:26,661,340,236,138,Positive,0.92448634
42657,0:28:26,670,200,405,239,Positive,0.9990049
42659,0:28:26,744,308,109,171,Positive,0.62177104
42660,0:28:26,852,345,179,161,Positive,0.7905758
42661,0:28:26,993,286,332,252,Positive,0.99688655
42662,0:28:26,1139,407,154,141,Negative,0.8824885
43019,0:28:40,789,0,447,295,Positive,0.99961627
43020,0:28:40,109,0,513,267,Positive,0.9834374
44248,0:29:29,1091,177,175,189,Positive,0.9256666
44249,0:29:29,1105,81,226,175,Positive,0.9916856
44257,0:29:30,970,355,261,310,Negative,0.89646685
44258,0:29:30,1043,289,223,130,Negative,0.76034653
44287,0:29:31,902,86,97,260,Positive,0.5971441
44288,0:29:31,201,225,111,246,Positive,0.89672333
44456,0:29:38,904,280,140,164,Positive,0.5132494
44457,0:29:38,891,408,95,214,Positive,0.9801058
44458,0:29:38,875,546,131,224,Positive,0.5130474
44461,0:29:38,659,217,297,160,Negative,0.9993082
44461,0:29:38,653,0,134,327,Positive,0.99786276
44462,0:29:38,615,25,585,333,Negative,0.78198624
44463,0:29:38,609,105,505,264,Negative,0.80834484
44464,0:29:38,651,143,450,196,Positive,0.97622347
44465,0:29:38,663,256,218,170,Positive,0.97834915
44840,0:29:53,695,298,156,66,Positive,0.98781174
45209,0:30:08,611,332,173,111,Positive,0.51145136
45210,0:30:08,560,323,184,209,Positive,0.9319167
45694,0:30:27,704,303,134,71,Positive,0.79153866
45903,0:30:36,612,290,150,111,Positive,0.9604796
45967,0:30:38,715,286,199,68,Negative,0.8576574
46373,0:30:54,619,296,190,150,Positive,0.99346066
46374,0:30:54,618,320,129,109,Positive,0.7005881
46445,0:30:57,0,0,257,802,Negative,0.8988252
46545,0:31:01,621,280,114,146,Positive,0.9944084
46546,0:31:01,614,286,154,153,Positive,0.99861383
46547,0:31:01,580,282,239,200,Positive,0.9315192
46549,0:31:01,625,264,290,123,Positive,0.93413633
46550,0:31:02,574,297,222,160,Negative,0.7894936
46553,0:31:02,570,338,107,88,Positive,0.9809796
46642,0:31:05,694,299,241,110,Negative,0.6884372
46643,0:31:05,583,334,239,223,Positive,0.9476627
46644,0:31:05,640,199,401,223,Negative,0.65181404
46645,0:31:05,677,289,237,247,Negative,0.6533682
46646,0:31:05,838,345,169,179,Positive,0.92258066
46647,0:31:05,943,407,208,241,Positive,0.98447543
46647,0:31:05,945,447,165,95,Negative,0.8515931
46648,0:31:05,1105,400,175,175,Negative,0.5229242
46786,0:31:11,0,44,316,417,Negative,0.6129499
47032,0:31:21,972,338,154,156,Positive,0.99009794
47033,0:31:21,889,229,291,157,Positive,0.9942372
47034,0:31:21,795,300,233,198,Positive,0.9585794
47035,0:31:21,708,297,299,115,Negative,0.55536777
47037,0:31:21,667,304,285,79,Negative,0.9403612
47041,0:31:21,672,301,198,143,Positive,0.98937
47042,0:31:21,655,312,140,126,Positive,0.97798324
47452,0:31:38,662,295,277,116,Negative,0.9339478
47453,0:31:38,651,295,234,120,Negative,0.9177399
47821,0:31:52,650,270,160,109,Negative,0.57109135
47822,0:31:52,631,292,196,130,Positive,0.84689444
47823,0:31:52,637,300,251,128,Positive,0.73962986
47824,0:31:52,600,243,346,171,Negative,0.85437834
47825,0:31:53,538,230,323,198,Negative,0.63773096
47825,0:31:53,628,338,74,130,Negative,0.73589677
47826,0:31:53,589,303,279,206,Positive,0.7939152
47827,0:31:53,638,331,243,154,Positive,0.555558
48168,0:32:06,641,269,315,83,Negative,0.94433945
48170,0:32:06,636,271,262,167,Positive,0.7611432
48171,0:32:06,708,295,207,116,Positive,0.9419493
48171,0:32:06,629,308,124,105,Positive,0.994099
48172,0:32:06,646,358,65,186,Positive,0.9047614
48475,0:32:19,421,298,229,664,Positive,0.99987435
48937,0:32:37,628,328,110,86,Negative,0.80183214
48966,0:32:38,683,338,162,102,Positive,0.5444368
49337,0:32:53,714,319,158,96,Positive,0.9644765
49761,0:33:10,691,337,265,458,Positive,0.9995921
50136,0:33:25,509,580,140,360,Negative,0.8214079
50137,0:33:25,596,548,172,116,Positive,0.9999958
50138,0:33:25,542,494,207,211,Positive,0.96488625
50139,0:33:25,490,385,259,314,Positive,0.9972978
50140,0:33:25,534,331,300,275,Positive,0.9997242
50141,0:33:25,560,356,217,249,Positive,0.99292105
50142,0:33:25,547,230,335,287,Positive,0.99625754
50143,0:33:25,550,326,197,102,Positive,0.9017441
50145,0:33:25,540,325,146,99,Negative,0.9308338
50147,0:33:25,579,307,173,81,Negative,0.921497
50280,0:33:31,56,238,219,293,Positive,0.5887587
50281,0:33:31,872,306,101,255,Positive,0.9986268
50293,0:33:31,665,319,103,142,Positive,0.9785325
50294,0:33:31,664,305,115,148,Positive,0.99990654
50296,0:33:31,671,245,191,207,Positive,0.99578947
50297,0:33:31,650,289,140,166,Positive,0.86519116
50298,0:33:31,699,161,317,333,Positive,0.9965289
50299,0:33:31,737,297,102,228,Negative,0.8927415
50300,0:33:32,897,369,195,176,Positive,0.96691775
50301,0:33:32,991,283,216,289,Positive,0.84736514
50548,0:33:41,1067,299,128,213,Positive,0.9982784
51179,0:34:07,662,303,213,100,Positive,0.80687785
51180,0:34:07,669,312,219,99,Negative,0.84032583
51439,0:34:17,144,352,121,314,Positive,0.57630146
52431,0:34:57,642,303,263,128,Positive,0.77591413
52433,0:34:57,502,211,382,271,Positive,0.72106665
52434,0:34:57,519,321,169,177,Positive,0.99069524
52435,0:34:57,333,360,165,334,Positive,0.9861536
52436,0:34:57,415,411,132,157,Negative,0.6294251
52437,0:34:57,308,516,204,186,Positive,0.9996997
52437,0:34:57,1144,418,114,136,Positive,0.5671072
52438,0:34:57,240,515,205,168,Positive,0.96753705
52438,0:34:57,1084,348,215,196,Positive,0.902847
52439,0:34:57,1105,376,210,175,Positive,0.55283266
52440,0:34:57,1095,395,164,183,Positive,0.8760283
52441,0:34:57,1006,357,167,208,Positive,0.6259652
52442,0:34:57,926,291,188,354,Positive,0.9935504
52443,0:34:57,962,261,191,243,Positive,0.9838455
52445,0:34:57,954,196,166,122,Negative,0.5985544
52447,0:34:57,872,233,131,73,Negative,0.501365
52448,0:34:57,796,259,188,174,Negative,0.6544774
52449,0:34:57,655,271,200,286,Positive,0.9149323
52450,0:34:58,657,255,157,291,Positive,0.9483396
52451,0:34:58,716,274,223,105,Positive,0.5358085
52452,0:34:58,675,271,320,158,Positive,0.7623066
52453,0:34:58,562,267,323,245,Positive,0.9808179
52454,0:34:58,643,268,253,169,Positive,0.9676624
52455,0:34:58,648,280,141,114,Negative,0.86841756
52791,0:35:11,666,351,230,137,Positive,0.84921986
53087,0:35:23,637,293,188,132,Negative,0.72592425
53088,0:35:23,633,296,235,143,Negative,0.9264065
53329,0:35:33,0,0,383,330,Positive,0.7109832
54881,0:36:35,384,0,75,386,Positive,0.74512064
55244,0:36:49,611,334,143,189,Positive,0.5586842
55245,0:36:49,568,272,334,385,Negative,0.80758655
55246,0:36:49,624,208,366,287,Positive,0.99756
55247,0:36:49,615,337,146,313,Positive,0.5864126
55248,0:36:49,886,428,91,111,Negative,0.661574
55249,0:36:49,933,490,203,163,Positive,0.8427005
55250,0:36:50,914,555,165,366,Positive,0.6467653
55251,0:36:50,974,521,199,306,Positive,0.8319065
56116,0:37:24,304,364,186,500,Positive,0.9765504
56116,0:37:24,67,316,260,382,Positive,0.97231054
56983,0:37:59,1184,170,297,96,Negative,0.90952706
56984,0:37:59,688,275,317,229,Negative,0.5429877
56985,0:37:59,234,352,327,206,Positive,0.9964064
59824,0:39:52,650,0,346,630,Positive,0.7939521
59825,0:39:53,0,440,280,258,Positive,0.5378811
60632,0:40:25,246,280,440,518,Positive,0.9997255
60633,0:40:25,996,183,274,284,Positive,0.9999933
62893,0:41:55,803,29,362,256,Positive,0.6819634
62894,0:41:55,217,131,365,228,Positive,0.98541903
63024,0:42:00,1149,468,73,131,Negative,0.87426037
63025,0:42:01,933,493,91,240,Positive,0.99992955
63026,0:42:01,704,546,94,246,Positive,0.66368455
63027,0:42:01,467,625,74,246,Negative,0.5175266
63037,0:42:01,65,592,128,164,Positive,0.99909925
63038,0:42:01,124,539,173,136,Positive,0.9383664
63039,0:42:01,175,504,169,138,Positive,0.99986017
63040,0:42:01,238,488,177,159,Positive,0.9999963
63041,0:42:01,284,487,131,125,Positive,0.999918
63042,0:42:01,288,502,131,119,Positive,0.992492
63043,0:42:01,303,528,121,95,Positive,0.55175745
63200,0:42:08,276,487,160,146,Positive,0.8551292
63208,0:42:08,259,419,172,166,Negative,0.8911662
63209,0:42:08,277,304,193,153,Positive,0.95729876
63210,0:42:08,247,208,186,184,Positive,0.9958668
63211,0:42:08,267,104,150,167,Positive,0.54658586
63280,0:42:11,151,397,218,203,Positive,0.99673945
63281,0:42:11,101,311,214,133,Positive,0.94205016
63284,0:42:11,0,198,163,185,Negative,0.8591456
63285,0:42:11,7,154,115,126,Negative,0.54423594
63287,0:42:11,83,83,110,124,Positive,0.7843945
63289,0:42:11,169,84,113,120,Positive,0.5110903
63305,0:42:12,78,95,205,133,Positive,0.9813208
63638,0:42:25,182,89,180,71,Negative,0.92228913
63950,0:42:38,0,298,119,81,Positive,0.7198904
63951,0:42:38,0,298,189,152,Positive,0.81007993
63952,0:42:38,0,361,159,198,Positive,0.97072655
63953,0:42:38,62,417,123,202,Positive,0.98937815
63954,0:42:38,178,452,140,209,Positive,0.9491134
63955,0:42:38,264,515,198,142,Positive,0.99989355
63956,0:42:38,272,528,162,119,Positive,0.99329996
64381,0:42:55,344,486,157,102,Positive,0.99991727
64382,0:42:55,335,546,151,90,Positive,0.8563213
64507,0:43:00,297,540,156,62,Negative,0.62040675
64509,0:43:00,116,461,108,189,Negative,0.65181816
64510,0:43:00,16,444,90,216,Positive,0.89102525
64511,0:43:00,0,368,165,101,Positive,0.98872805
64558,0:43:02,228,447,129,140,Negative,0.7023617
64561,0:43:02,90,264,182,187,Positive,0.9999776
64562,0:43:02,44,221,126,161,Positive,0.99865746
