Frame,Clock,x,y,h,w,label,score,Events,Sex,Note
51957,0:34:38,229,418,302,434,Negative,0.574801,Around,MF,
51959,0:34:38,235,298,413,610,Positive,0.8877674,Around,MF,
51961,0:34:38,481,342,275,304,Positive,0.5616161,Around,MF,
51962,0:34:38,361,169,408,356,Negative,0.6806652,Around,MF,
51963,0:34:38,486,245,392,203,Positive,0.8316163,Around,MF,
51964,0:34:38,524,222,334,261,Positive,0.6456635,Around,MF,
51965,0:34:38,587,124,387,354,Positive,0.95305496,Around,MF,
51966,0:34:38,626,98,316,175,Positive,0.97633207,Around,MF,
51967,0:34:38,651,87,295,392,Positive,0.9798753,Around,MF,
51968,0:34:38,783,78,268,358,Positive,0.99991894,Around,MF,
51968,0:34:38,667,93,249,312,Positive,0.9999999,Around,MF,
51969,0:34:38,671,50,428,417,Positive,0.999747,Around,MF,
51970,0:34:38,656,0,495,444,Positive,0.9999999,Around,MF,
51971,0:34:38,682,42,557,482,Positive,0.9999976,Around,MF,
51972,0:34:38,684,121,578,561,Positive,0.9776919,Around,MF,
51974,0:34:38,883,214,501,397,Positive,0.6191178,Around,MF,
51979,0:34:39,838,390,145,145,Negative,0.9999982,Around,F,Feed from outside
51979,0:34:39,1033,243,148,105,Negative,0.6639387,Around,F,
52041,0:34:41,794,271,243,192,Positive,0.65123636,Around,F,
52073,0:34:42,753,130,407,295,Positive,0.90909827,Around,F,
52075,0:34:43,648,146,445,540,Positive,0.74880546,Around,F,
52076,0:34:43,645,213,356,355,Negative,0.5397821,Around,F,
52077,0:34:43,661,142,359,436,Positive,0.9688729,Around,F,
52079,0:34:43,791,413,99,155,Positive,0.5840486,Around,F,
52173,0:34:46,862,210,260,120,Positive,0.7369808,Around,F,
52174,0:34:46,652,157,357,500,Positive,0.98655605,Around,F,
52175,0:34:47,708,175,370,461,Positive,0.98549867,Around,F,
52176,0:34:47,689,129,380,402,Positive,0.9327487,Around,F,
52177,0:34:47,728,75,424,237,Positive,0.858632,Around,F,
52178,0:34:47,837,127,72,224,Negative,0.7069413,Around,F,
52230,0:34:49,935,228,187,74,Negative,0.5389736,Around,F,
52235,0:34:49,905,117,205,131,Negative,0.56322575,Around,F,
52236,0:34:49,741,51,504,348,Positive,1,Around,F,
52237,0:34:49,690,51,459,443,Positive,0.9929507,Around,F,
52238,0:34:49,660,87,633,519,Positive,0.9796108,Around,F,
52239,0:34:49,928,232,488,317,Positive,0.8990154,Around,F,
52239,0:34:49,702,281,385,453,Negative,0.7531483,Around,F,
52239,0:34:49,886,399,301,145,Positive,0.98956364,Around,F,
55064,0:36:42,334,495,225,263,Positive,0.83734226,Around,F,Feed from outside
55065,0:36:42,379,382,338,314,Negative,0.80380124,Around,F,
55066,0:36:42,431,302,418,299,Negative,0.61580384,Around,F,
55068,0:36:42,621,294,393,329,Positive,0.53785974,Around,F,
55069,0:36:42,636,207,444,479,Positive,0.99893564,Around,F,
55070,0:36:42,656,150,451,426,Positive,0.99999344,Around,F,
55071,0:36:42,747,118,337,195,Positive,0.9984445,Around,F,
55072,0:36:42,667,122,409,310,Positive,0.9905861,Around,F,
55073,0:36:42,726,129,136,284,Negative,0.76456964,Around,F,
55077,0:36:43,805,128,212,177,Positive,0.52688,Around,F,
55080,0:36:43,927,152,158,242,Positive,0.5580243,Around,F,
55081,0:36:43,777,141,443,282,Positive,0.9964232,Around,F,
55082,0:36:43,800,165,423,273,Positive,0.96232253,Around,F,
55205,0:36:48,878,377,141,70,Positive,0.8285828,Around,F,
55206,0:36:48,678,141,456,487,Positive,0.99992836,Around,F,
55207,0:36:48,722,136,470,357,Positive,0.99999976,Around,F,
55208,0:36:48,708,199,360,334,Positive,0.997152,Around,F,
55209,0:36:48,677,179,373,460,Positive,0.95303226,Around,F,
55210,0:36:48,659,176,278,189,Positive,0.9996007,Around,F,
55211,0:36:48,685,109,106,198,Negative,0.61318827,Around,F,
55261,0:36:50,729,139,390,269,Positive,0.9961105,Around,F,
55262,0:36:50,655,144,382,367,Positive,0.7397295,Around,F,
55263,0:36:50,745,124,390,288,Positive,0.99817145,Around,F,
55264,0:36:50,715,145,366,373,Positive,0.99805236,Around,F,
55267,0:36:50,758,228,454,493,Negative,0.52232957,Around,F,
55268,0:36:50,765,322,398,515,Negative,0.81861836,Around,F,
58025,0:38:41,334,422,298,333,Negative,0.65031904,Around,F,New Event
58026,0:38:41,589,389,331,236,Positive,0.56713736,Around,F,
58027,0:38:41,617,298,387,425,Positive,0.73187786,Around,F,
58028,0:38:41,584,185,484,510,Positive,0.99998677,Around,F,
58028,0:38:41,813,366,184,144,Positive,0.62341404,Around,F,
58029,0:38:41,646,157,458,295,Positive,0.9937302,Around,F,
58030,0:38:41,698,103,398,253,Positive,0.9999858,Around,F,
58031,0:38:41,731,126,438,378,Positive,0.99506325,Around,F,
58032,0:38:41,749,112,395,360,Positive,0.99999607,Around,F,
58033,0:38:41,841,157,187,156,Positive,0.82639384,Around,F,
58258,0:38:50,814,251,177,146,Positive,0.63750553,Enter,F,
58259,0:38:50,755,157,369,218,Positive,0.9215121,Enter,F,
58260,0:38:50,761,440,78,162,Positive,0.91156185,Enter,F,
58261,0:38:50,775,174,328,321,Positive,0.99577713,Enter,F,
58262,0:38:50,718,148,335,341,Positive,0.89896226,Enter,F,
58263,0:38:50,790,408,65,167,Negative,0.98159283,Enter,F,
58263,0:38:50,734,127,198,305,Positive,0.9990293,Enter,F,
58268,0:38:50,818,168,281,158,Positive,0.72246045,Enter,F,
58269,0:38:50,808,201,250,118,Negative,0.831273,Enter,F,
58270,0:38:50,817,176,175,148,Negative,0.9413822,Enter,F,
58292,0:38:51,848,180,133,127,Positive,0.7551318,Enter,F,
58323,0:38:52,885,154,119,83,Negative,0.9423145,Enter,F,
58351,0:38:54,885,123,130,140,Positive,0.95917904,Exit,F,
58352,0:38:54,870,154,157,189,Positive,0.9865959,Exit,F,
58353,0:38:54,858,196,239,233,Positive,0.99911994,Exit,F,
58354,0:38:54,678,187,492,559,Positive,0.77573806,Exit,F,
58355,0:38:54,837,309,411,381,Positive,0.623612,Exit,F,
58356,0:38:54,880,582,138,400,Negative,0.781312,Exit,F,
59431,0:39:37,0,105,615,1075,Positive,0.90992594,Fly,,
60163,0:40:06,828,499,221,298,Positive,0.97627264,Around,M,Feed from outside
60164,0:40:06,670,390,317,295,Positive,0.9511645,Around,M,
60164,0:40:06,887,522,174,76,Negative,0.65984905,Around,M,
60165,0:40:06,621,295,385,314,Positive,0.7032822,Around,M,
60166,0:40:06,643,233,381,435,Positive,0.8668734,Around,M,
60167,0:40:06,670,111,429,333,Positive,0.71479344,Around,M,
60168,0:40:06,656,134,368,353,Positive,0.9988912,Around,M,
60169,0:40:06,609,12,458,350,Positive,1,Around,M,
60170,0:40:06,640,114,355,324,Positive,0.9960018,Around,M,
60171,0:40:06,761,106,242,322,Positive,0.99714655,Around,M,
60171,0:40:06,708,143,151,192,Negative,0.6709325,Around,M,
60172,0:40:06,629,98,222,372,Positive,0.92635167,Around,M,
60173,0:40:06,671,75,229,328,Positive,0.90885067,Around,M,
60174,0:40:06,662,102,334,449,Positive,0.99972564,Around,M,
60175,0:40:07,847,104,202,127,Negative,0.8630243,Around,M,
60190,0:40:07,660,141,398,502,Positive,0.74209136,Around,M,
60190,0:40:07,640,237,298,251,Negative,0.77577597,Around,M,
60191,0:40:07,682,175,377,497,Positive,0.9827759,Around,M,
60192,0:40:07,962,353,100,93,Negative,0.99999666,Around,M,
60192,0:40:07,744,254,192,68,Negative,0.945736,Around,M,
60193,0:40:07,962,145,206,147,Positive,0.99897075,Around,M,
60194,0:40:07,907,256,230,209,Positive,0.9931832,Around,M,
60265,0:40:10,815,351,157,155,Negative,0.72895354,Around,M,
60266,0:40:10,707,200,311,291,Positive,0.6128977,Around,M,
60267,0:40:10,649,189,361,519,Positive,0.93193316,Around,M,
60268,0:40:10,655,202,326,546,Positive,0.9983804,Around,M,
60269,0:40:10,697,116,372,376,Positive,0.9998568,Around,M,
60270,0:40:10,959,110,346,162,Positive,0.9999615,Around,M,
60270,0:40:10,671,172,212,225,Positive,0.78075004,Around,M,
60272,0:40:10,784,101,262,214,Positive,0.9996486,Around,M,
60330,0:40:13,866,189,258,177,Negative,0.7498755,Around,M,
60330,0:40:13,775,238,199,155,Negative,0.7886416,Around,M,
60331,0:40:13,814,232,169,205,Positive,0.74614847,Around,M,
60463,0:40:18,822,134,274,234,Positive,0.99824464,Around,M,
60463,0:40:18,966,212,161,58,Positive,0.73499435,Around,M,
60464,0:40:18,684,128,434,461,Positive,0.99978966,Around,M,
60465,0:40:18,783,160,476,427,Positive,0.90078396,Around,M,
60466,0:40:18,837,77,426,443,Positive,0.88766026,Around,M,
60467,0:40:18,832,219,483,448,Positive,0.7905582,Around,M,
60467,0:40:18,899,261,189,264,Positive,0.90352625,Around,M,
62647,0:41:45,863,631,89,166,Negative,0.9310732,Around,M,Feed from outside
62648,0:41:45,762,503,217,266,Positive,0.69122416,Around,M,
62649,0:41:45,709,396,306,347,Positive,0.81251955,Around,M,
62650,0:41:46,655,285,393,304,Positive,0.7230953,Around,M,
62651,0:41:46,631,223,435,313,Positive,0.992581,Around,M,
62652,0:41:46,609,77,459,557,Positive,0.99991786,Around,M,
62653,0:41:46,652,104,407,344,Positive,0.9815833,Around,M,
62654,0:41:46,687,129,350,288,Positive,0.99960047,Around,M,
62655,0:41:46,830,148,278,281,Positive,0.9935409,Around,M,
62655,0:41:46,671,182,220,335,Positive,0.9648502,Around,M,
62656,0:41:46,739,142,241,345,Negative,0.7624224,Around,M,
62657,0:41:46,706,132,191,241,Positive,0.7013573,Around,M,
62660,0:41:46,646,111,193,345,Negative,0.84912795,Around,M,
62661,0:41:46,929,105,184,237,Positive,0.9893673,Around,M,
62662,0:41:46,749,263,196,96,Negative,0.99802065,Around,M,
62662,0:41:46,795,56,428,232,Positive,0.99998677,Around,M,
62664,0:41:46,996,157,158,108,Positive,0.96116906,Around,M,
62666,0:41:46,901,76,139,158,Negative,0.64435196,Around,M,
62670,0:41:46,861,131,102,112,Negative,0.8526553,Around,M,
62909,0:41:56,677,122,367,355,Positive,0.99667764,Around,M,
62910,0:41:56,675,132,352,388,Positive,0.9541632,Around,M,
62911,0:41:56,696,158,315,434,Positive,0.55924946,Around,M,
62912,0:41:56,731,149,455,489,Positive,0.99068063,Around,M,
62914,0:41:56,857,230,472,423,Negative,0.6891916,Around,M,
62915,0:41:56,1046,557,163,234,Positive,0.92381877,Around,M,
64262,0:42:50,10,419,301,523,Positive,0.9475602,Around,F,
64265,0:42:50,628,262,411,369,Positive,0.58588165,Around,F,
64266,0:42:50,637,91,556,473,Positive,0.99999595,Around,F,
64267,0:42:50,654,80,488,369,Positive,0.99825865,Around,F,
64268,0:42:50,814,87,413,193,Positive,0.93199724,Around,F,
64269,0:42:50,825,110,198,182,Positive,0.821674,Around,F,
64471,0:42:58,890,136,105,141,Positive,0.80678976,Around,F,
64591,0:43:03,811,132,369,126,Positive,0.998889,Enter,F,
64592,0:43:03,809,304,184,145,Positive,0.9848423,Enter,F,
64593,0:43:03,811,301,166,116,Positive,0.7616165,Enter,F,
64594,0:43:03,807,178,282,154,Positive,0.96925104,Enter,F,
64595,0:43:03,814,192,268,162,Positive,0.79652804,Enter,F,
64597,0:43:03,881,219,114,107,Positive,0.6685641,Enter,F,
64600,0:43:04,879,191,130,143,Positive,0.9917298,Enter,F,
65551,0:43:42,930,160,130,105,Negative,0.9033499,Exit,F,
65552,0:43:42,870,193,127,182,Negative,0.62161285,Exit,F,
65553,0:43:42,858,195,210,207,Positive,0.99995923,Exit,F,
65555,0:43:42,697,377,340,410,Positive,0.63624257,Exit,F,
65556,0:43:42,835,441,279,399,Positive,0.52939636,Exit,F,
65574,0:43:42,778,547,173,254,Positive,0.984386,Around,M,18 Frame difference
65575,0:43:43,647,426,268,249,Positive,0.72921336,Around,M,
65575,0:43:43,838,543,123,111,Positive,0.6540062,Around,M,
65576,0:43:43,616,331,356,269,Positive,0.6561175,Around,M,
65577,0:43:43,625,240,404,368,Positive,0.99363893,Around,M,
65578,0:43:43,634,105,440,485,Positive,0.9527878,Around,M,
65579,0:43:43,635,62,419,310,Positive,0.99999917,Around,M,
65580,0:43:43,649,77,434,330,Positive,0.9906749,Around,M,
65581,0:43:43,757,132,175,224,Positive,0.8236068,Around,M,
65582,0:43:43,745,132,343,342,Positive,0.9999999,Around,M,
65584,0:43:43,841,112,195,157,Negative,0.75504005,Around,M,
65655,0:43:46,684,346,125,158,Positive,0.77568984,Around,M,
65727,0:43:49,717,296,130,174,Positive,0.55166006,Around,M,
65744,0:43:49,922,125,116,101,Positive,0.6720814,Around,M,
65750,0:43:50,906,159,148,129,Positive,0.9111059,Around,M,
65751,0:43:50,728,316,166,134,Positive,0.9268978,Around,M,
65751,0:43:50,896,175,172,164,Negative,0.5675575,Around,M,
65752,0:43:50,705,286,191,141,Positive,0.9932696,Around,M,
65752,0:43:50,906,169,207,198,Positive,0.9994143,Around,M,
65753,0:43:50,710,199,258,458,Positive,0.71484447,Around,M,
65755,0:43:50,800,207,494,480,Positive,0.901835,Around,M,
65756,0:43:50,990,472,248,290,Negative,0.58752,Around,M,
67221,0:44:48,889,610,110,130,Negative,0.9031816,Around,M,Feed from outside
67222,0:44:48,830,473,247,284,Positive,0.5473218,Around,M,
67223,0:44:48,656,367,347,308,Negative,0.5778322,Around,M,
67224,0:44:48,632,283,393,304,Positive,0.97836393,Around,M,
67225,0:44:49,683,127,507,389,Positive,1,Around,M,
67226,0:44:49,674,88,400,411,Positive,0.9999924,Around,M,
67227,0:44:49,701,116,304,267,Positive,0.97565514,Around,M,
67228,0:44:49,650,87,367,434,Positive,0.98773766,Around,M,
67230,0:44:49,674,198,258,325,Positive,0.9948592,Around,M,
67231,0:44:49,826,117,248,152,Positive,0.88181025,Around,M,
67232,0:44:49,709,77,329,307,Positive,0.935946,Around,M,
67233,0:44:49,811,94,313,286,Positive,0.9917156,Around,M,
67430,0:44:57,869,139,184,188,Positive,0.7296716,Around,M,
67431,0:44:57,789,138,377,300,Positive,0.9997017,Around,M,
67432,0:44:57,757,157,388,399,Positive,0.99988496,Around,M,
67433,0:44:57,791,210,445,444,Positive,0.5914873,Around,M,
67434,0:44:57,841,178,428,439,Positive,0.95827687,Around,M,
67435,0:44:57,865,229,484,415,Positive,0.6868738,Around,M,
68885,0:45:55,0,539,181,130,Negative,0.7296961,,,
68886,0:45:55,0,480,240,337,Positive,0.53520447,Around,F,
68887,0:45:55,72,382,338,444,Negative,0.9247295,Around,F,
68889,0:45:55,597,223,434,287,Positive,0.83921933,Around,F,
68890,0:45:55,637,60,586,360,Positive,0.9993793,Around,F,
68891,0:45:55,589,73,525,455,Positive,0.99999356,Around,F,
68892,0:45:55,699,126,454,339,Positive,0.9992273,Around,F,
68893,0:45:55,777,150,375,328,Positive,0.9966048,Around,F,
68894,0:45:55,830,180,347,336,Positive,0.9406011,Around,F,
68895,0:45:55,661,219,328,484,Positive,0.9851066,Around,F,
68896,0:45:55,665,182,381,469,Positive,0.9660373,Around,F,
68905,0:45:56,660,257,330,466,Positive,0.9710642,Around,F,
68921,0:45:56,704,381,179,346,Negative,0.7229001,Around,F,
68924,0:45:56,683,396,110,97,Negative,0.83652383,Around,F,
68924,0:45:56,822,123,170,156,Positive,0.99960595,Around,F,
69199,0:46:07,767,176,273,232,Positive,0.99112624,Around,F,
69200,0:46:08,800,154,326,218,Positive,0.98290426,Around,F,
69201,0:46:08,874,162,276,170,Positive,0.9728118,Around,F,
69202,0:46:08,693,67,511,397,Positive,0.99188,Around,F,
69203,0:46:08,698,64,645,464,Positive,0.7746131,Around,F,
69204,0:46:08,754,174,434,465,Positive,0.77132255,Around,F,
69205,0:46:08,761,242,478,519,Positive,0.9590999,Around,F,
70402,0:46:56,690,539,181,256,Positive,0.8009519,Around,M,Feed from outside
70403,0:46:56,597,405,315,326,Positive,0.980534,Around,M,
70404,0:46:56,740,343,335,236,Positive,0.984098,Around,M,
70405,0:46:56,717,292,368,302,Positive,0.96762305,Around,M,
70406,0:46:56,749,246,372,267,Positive,0.97853917,Around,M,
70407,0:46:56,739,189,388,272,Positive,0.9919933,Around,M,
70408,0:46:56,653,135,412,512,Positive,0.9999995,Around,M,
70409,0:46:56,697,129,372,296,Positive,0.99986696,Around,M,
70410,0:46:56,716,341,107,157,Negative,0.75886077,Around,M,
70411,0:46:56,686,223,250,312,Positive,0.9152596,Around,M,
70412,0:46:56,684,319,120,106,Negative,0.9077025,Around,M,
70461,0:46:58,682,291,143,197,Positive,0.91550463,Around,M,
70487,0:46:59,691,318,97,185,Positive,0.9248219,Around,M,
70752,0:47:10,675,318,140,162,Negative,0.7832152,Around,M,
70753,0:47:10,658,259,210,307,Positive,0.60370195,Around,M,
70879,0:47:15,924,148,117,100,Positive,0.99961543,Around,M,
70880,0:47:15,939,159,122,92,Positive,0.9965216,Around,M,
70923,0:47:16,962,179,121,118,Positive,0.9916123,Around,M,
70940,0:47:17,922,177,196,101,Positive,0.91855216,Around,M,
70941,0:47:17,944,189,114,92,Positive,0.99781215,Around,M,
70943,0:47:17,938,203,196,102,Positive,0.7742977,Around,M,
70944,0:47:17,942,223,168,96,Negative,0.5435944,Around,M,
70945,0:47:17,682,251,172,354,Positive,0.9871335,Around,M,
70946,0:47:17,676,237,247,376,Positive,0.9989567,Around,M,
70947,0:47:17,694,211,421,385,Positive,0.9918166,Around,M,
70948,0:47:17,733,225,491,521,Positive,0.9542639,Around,M,
70949,0:47:17,816,277,443,357,Positive,0.8132414,Around,M,
73043,0:48:41,949,533,187,238,Positive,0.66935724,Around,M,Feed from outside
73044,0:48:41,859,448,259,326,Positive,0.5514432,Around,M,
73044,0:48:41,799,566,117,219,Negative,0.742515,Around,M,
73045,0:48:41,675,374,319,310,Negative,0.72325504,Around,M,
73046,0:48:41,618,310,378,321,Positive,0.90915316,Around,M,
73047,0:48:41,624,243,408,529,Positive,0.9980071,Around,M,
73048,0:48:41,579,80,552,624,Positive,0.9594854,Around,M,
73049,0:48:41,637,135,416,325,Positive,0.9999143,Around,M,
73050,0:48:42,653,107,395,319,Negative,0.55122507,Around,M,
73051,0:48:42,659,117,362,448,Positive,0.9999703,Around,M,
73052,0:48:42,877,107,110,121,Negative,0.9226354,Around,M,
73053,0:48:42,843,150,143,176,Negative,0.5296182,Around,M,
73247,0:48:49,755,124,242,247,Negative,0.92110497,Around,M,
73278,0:48:51,888,154,166,133,Positive,0.77673566,Around,M,
73279,0:48:51,661,162,187,387,Positive,0.56821436,Around,M,
73279,0:48:51,655,316,119,177,Positive,0.63676727,Around,M,
73280,0:48:51,659,162,258,442,Positive,0.99659663,Around,M,
73281,0:48:51,695,168,346,500,Positive,0.81945366,Around,M,
73283,0:48:51,946,456,264,334,Positive,0.878566,Around,M,
74650,0:49:46,752,496,224,352,Positive,0.7214174,Around,M,Feed from outside
74651,0:49:46,679,372,330,304,Positive,0.973709,Around,M,
74652,0:49:46,632,283,383,381,Positive,0.73660237,Around,M,
74652,0:49:46,833,576,84,112,Negative,0.8923937,Around,M,
74653,0:49:46,659,143,499,515,Positive,0.9924481,Around,M,
74654,0:49:46,736,139,376,307,Positive,0.99997926,Around,M,
74655,0:49:46,716,103,339,273,Positive,0.99992096,Around,M,
74656,0:49:46,756,136,300,244,Positive,0.999908,Around,M,
74658,0:49:46,686,106,363,329,Positive,0.90913284,Around,M,
74659,0:49:46,677,171,308,356,Positive,0.9655695,Around,M,
74708,0:49:48,668,149,302,344,Positive,0.9997557,Around,M,
74709,0:49:48,647,141,390,497,Positive,0.99966455,Around,M,
74710,0:49:48,648,130,367,329,Positive,0.9995881,Around,M,
74711,0:49:48,668,145,301,319,Positive,0.9985475,Around,M,
74766,0:49:50,837,220,182,208,Negative,0.9469318,Around,M,
74767,0:49:50,663,240,248,405,Positive,0.98112476,Around,M,
74768,0:49:50,685,221,263,444,Positive,0.9984207,Around,M,
74769,0:49:50,723,239,349,470,Positive,0.8948138,Around,M,
74770,0:49:50,784,237,480,453,Positive,0.6438402,Around,M,
74771,0:49:50,942,479,241,319,Positive,0.73684955,Around,M,
76723,0:51:08,743,501,219,370,Negative,0.8158888,Around,M,Feed from outside
76724,0:51:08,711,383,326,351,Positive,0.9715228,Around,M,
76725,0:51:09,801,285,327,287,Positive,0.8058715,Around,M,
76726,0:51:09,794,168,316,265,Positive,0.9473401,Around,M,
76727,0:51:09,661,147,402,337,Positive,0.8468722,Around,M,
76728,0:51:09,666,52,409,326,Positive,0.9927044,Around,M,
76729,0:51:09,646,22,398,348,Positive,0.9999654,Around,M,
76730,0:51:09,681,112,316,363,Positive,0.99949586,Around,M,
76731,0:51:09,634,124,349,347,Positive,0.92863375,Around,M,
76732,0:51:09,647,93,393,382,Positive,0.98319215,Around,M,
76733,0:51:09,662,96,372,583,Positive,0.9995326,Around,M,
76734,0:51:09,892,106,383,311,Positive,0.60570383,Around,M,
76737,0:51:09,1006,233,194,143,Negative,0.939752,Around,M,
76738,0:51:09,702,365,139,235,Negative,0.6836571,Around,M,
77128,0:51:25,763,279,224,145,Negative,0.57179505,Around,M,
77202,0:51:28,964,113,118,91,Positive,0.99821824,Around,M,
77203,0:51:28,906,127,134,170,Positive,0.99965656,Around,M,
77204,0:51:28,719,134,356,386,Positive,0.9958198,Around,M,
77205,0:51:28,719,160,318,433,Positive,0.99704033,Around,M,
77206,0:51:28,743,175,266,489,Positive,0.88206625,Around,M,
77207,0:51:28,790,205,505,490,Negative,0.9171508,Around,M,
77208,0:51:28,854,256,441,426,Positive,0.8123096,Around,M,
77209,0:51:28,1102,505,215,178,Positive,0.86336875,Around,M,
78832,0:52:33,1008,368,352,272,Positive,0.9653737,Around,F,Feed from outside
78833,0:52:33,938,264,443,275,Positive,0.61777043,Around,F,
78834,0:52:33,874,277,423,313,Negative,0.93631375,Around,F,
78835,0:52:33,733,226,463,351,Positive,0.71866786,Around,F,
78836,0:52:33,711,178,454,318,Positive,0.97448903,Around,F,
78837,0:52:33,660,106,443,541,Positive,0.9996369,Around,F,
78838,0:52:33,630,133,354,428,Positive,0.9811188,Around,F,
78839,0:52:33,667,117,317,270,Positive,0.999496,Around,F,
78840,0:52:33,724,150,150,246,Negative,0.85364926,Around,F,
78960,0:52:38,727,221,138,78,Positive,0.999892,Around,F,
79000,0:52:40,914,108,116,97,Positive,0.990387,Around,F,
79040,0:52:41,827,149,177,213,Positive,0.693586,Around,F,
79041,0:52:41,662,155,281,413,Positive,0.9998441,Around,F,
